station,city,state,country,data_source,longitude,latitude,data_type,ts,aqius,aqicn,pm25,pm10,tp,tp_min,hu,pr,ws,wd,pop,ic,hour,date,weekday
TDF MagnifiScience Centre,Karachi,Sindh,Pakistan,station,67.0029981,24.84656534821976,forecast,2024-11-03 12:00:00+00:00,60.0,20.0,14.02,41.63,29,29.0,65,1011,4.0,245,0,01d,12,2024-11-03,Sunday
TDF MagnifiScience Centre,Karachi,Sindh,Pakistan,station,67.0029981,24.84656534821976,forecast,2024-11-03 13:00:00+00:00,60.0,20.0,14.02,41.63,28,28.0,69,1011,4.0,242,0,01n,13,2024-11-03,Sunday
TDF MagnifiScience Centre,Karachi,Sindh,Pakistan,station,67.0029981,24.84656534821976,forecast,2024-11-03 14:00:00+00:00,60.0,20.0,14.02,41.63,28,28.0,71,1012,4.0,242,0,01n,14,2024-11-03,Sunday
TDF MagnifiScience Centre,Karachi,Sindh,Pakistan,station,67.0029981,24.84656534821976,forecast,2024-11-03 15:00:00+00:00,60.0,20.0,14.02,41.63,28,28.0,72,1012,4.0,238,0,01n,15,2024-11-03,Sunday
TDF MagnifiScience Centre,Karachi,Sindh,Pakistan,station,67.0029981,24.84656534821976,forecast,2024-11-03 16:00:00+00:00,60.0,20.0,14.02,41.63,27,27.0,73,1013,4.0,240,0,01n,16,2024-11-03,Sunday
TDF MagnifiScience Centre,Karachi,Sindh,Pakistan,station,67.0029981,24.84656534821976,forecast,2024-11-03 17:00:00+00:00,60.0,20.0,14.02,41.63,27,27.0,74,1013,4.0,234,0,01n,17,2024-11-03,Sunday
TDF MagnifiScience Centre,Karachi,Sindh,Pakistan,station,67.0029981,24.84656534821976,forecast,2024-11-03 18:00:00+00:00,60.0,20.0,14.02,41.63,27,27.0,75,1013,4.0,242,0,01n,18,2024-11-03,Sunday
TDF MagnifiScience Centre,Karachi,Sindh,Pakistan,station,67.0029981,24.84656534821976,forecast,2024-11-03 19:00:00+00:00,60.0,20.0,14.02,41.63,27,27.0,76,1012,4.0,256,0,01n,19,2024-11-03,Sunday
TDF MagnifiScience Centre,Karachi,Sindh,Pakistan,station,67.0029981,24.84656534821976,forecast,2024-11-03 20:00:00+00:00,60.0,20.0,14.02,41.63,27,27.0,77,1012,4.0,264,0,01n,20,2024-11-03,Sunday
TDF MagnifiScience Centre,Karachi,Sindh,Pakistan,station,67.0029981,24.84656534821976,forecast,2024-11-03 21:00:00+00:00,60.0,20.0,14.02,41.63,26,26.0,78,1011,4.0,271,0,01n,21,2024-11-03,Sunday
TDF MagnifiScience Centre,Karachi,Sindh,Pakistan,station,67.0029981,24.84656534821976,forecast,2024-11-03 22:00:00+00:00,60.0,20.0,14.02,41.63,26,26.0,79,1011,3.0,275,0,01n,22,2024-11-03,Sunday
TDF MagnifiScience Centre,Karachi,Sindh,Pakistan,station,67.0029981,24.84656534821976,forecast,2024-11-03 23:00:00+00:00,60.0,20.0,14.02,41.63,26,26.0,80,1011,3.0,273,0,01n,23,2024-11-03,Sunday
TDF MagnifiScience Centre,Karachi,Sindh,Pakistan,station,67.0029981,24.84656534821976,forecast,2024-11-04 00:00:00+00:00,60.0,20.0,13.85,34.72,26,26.0,80,1011,3.0,274,0,01n,0,2024-11-04,Monday
TDF MagnifiScience Centre,Karachi,Sindh,Pakistan,station,67.0029981,24.84656534821976,forecast,2024-11-04 01:00:00+00:00,60.0,20.0,13.85,34.72,26,26.0,81,1011,3.0,271,0,01n,1,2024-11-04,Monday
TDF MagnifiScience Centre,Karachi,Sindh,Pakistan,station,67.0029981,24.84656534821976,forecast,2024-11-04 02:00:00+00:00,60.0,20.0,13.85,34.72,26,26.0,81,1011,3.0,260,0,01d,2,2024-11-04,Monday
TDF MagnifiScience Centre,Karachi,Sindh,Pakistan,station,67.0029981,24.84656534821976,current,2024-10-31 02:00:00+00:00,90.0,43.0,30.0,,24,,88,1013,0.0,0,0,50d,2,2024-10-31,Thursday
WWF-Pakistan Karachi Office,Karachi,Sindh,Pakistan,station,67.0745,24.8654,history,2024-10-29 03:00:00+00:00,167.0,104.0,78.0,,24,,88,1013,2.06,60,0,50d,3,2024-10-29,Tuesday
WWF-Pakistan Karachi Office,Karachi,Sindh,Pakistan,station,67.0745,24.8654,history,2024-10-29 04:00:00+00:00,154.0,81.0,60.0,,26,,89,1012,0.0,0,0,50n,4,2024-10-29,Tuesday
WWF-Pakistan Karachi Office,Karachi,Sindh,Pakistan,station,67.0745,24.8654,history,2024-10-29 05:00:00+00:00,149.0,75.0,55.0,,26,,89,1012,2.06,310,0,50n,5,2024-10-29,Tuesday
WWF-Pakistan Karachi Office,Karachi,Sindh,Pakistan,station,67.0745,24.8654,history,2024-10-29 06:00:00+00:00,147.0,74.0,54.0,,26,,89,1011,0.0,0,0,50n,6,2024-10-29,Tuesday
WWF-Pakistan Karachi Office,Karachi,Sindh,Pakistan,station,67.0745,24.8654,history,2024-10-29 07:00:00+00:00,147.0,74.0,54.0,,26,,89,1011,0.0,0,0,50n,7,2024-10-29,Tuesday
WWF-Pakistan Karachi Office,Karachi,Sindh,Pakistan,station,67.0745,24.8654,history,2024-10-29 08:00:00+00:00,149.0,75.0,55.0,,26,,83,1011,0.0,0,0,50n,8,2024-10-29,Tuesday
WWF-Pakistan Karachi Office,Karachi,Sindh,Pakistan,station,67.0745,24.8654,history,2024-10-29 09:00:00+00:00,142.0,71.0,52.0,,26,,83,1011,2.06,270,0,50n,9,2024-10-29,Tuesday
WWF-Pakistan Karachi Office,Karachi,Sindh,Pakistan,station,67.0745,24.8654,history,2024-10-29 10:00:00+00:00,132.0,66.0,48.0,,26,,83,1012,0.0,0,0,50n,10,2024-10-29,Tuesday
WWF-Pakistan Karachi Office,Karachi,Sindh,Pakistan,station,67.0745,24.8654,history,2024-10-29 11:00:00+00:00,142.0,71.0,52.0,,27,,83,1012,2.06,290,0,50n,11,2024-10-29,Tuesday
WWF-Pakistan Karachi Office,Karachi,Sindh,Pakistan,station,67.0745,24.8654,history,2024-10-29 12:00:00+00:00,153.0,80.0,59.0,,27,,83,1012,1.54,250,0,50n,12,2024-10-29,Tuesday
WWF-Pakistan Karachi Office,Karachi,Sindh,Pakistan,station,67.0745,24.8654,history,2024-10-29 13:00:00+00:00,153.0,80.0,59.0,,28,,78,1012,2.57,260,0,50n,13,2024-10-29,Tuesday
WWF-Pakistan Karachi Office,Karachi,Sindh,Pakistan,station,67.0745,24.8654,history,2024-10-29 14:00:00+00:00,142.0,71.0,52.0,,28,,78,1011,3.09,240,0,50n,14,2024-10-29,Tuesday
WWF-Pakistan Karachi Office,Karachi,Sindh,Pakistan,station,67.0745,24.8654,history,2024-10-29 15:00:00+00:00,147.0,74.0,54.0,,29,,70,1011,3.6,230,0,50n,15,2024-10-29,Tuesday
WWF-Pakistan Karachi Office,Karachi,Sindh,Pakistan,station,67.0745,24.8654,history,2024-10-29 16:00:00+00:00,152.0,78.0,57.0,,31,,58,1010,5.14,220,0,50n,16,2024-10-29,Tuesday
WWF-Pakistan Karachi Office,Karachi,Sindh,Pakistan,station,67.0745,24.8654,history,2024-10-29 17:00:00+00:00,149.0,75.0,55.0,,33,,49,1010,5.66,230,0,50d,17,2024-10-29,Tuesday
WWF-Pakistan Karachi Office,Karachi,Sindh,Pakistan,station,67.0745,24.8654,history,2024-10-29 18:00:00+00:00,151.0,76.0,56.0,,34,,40,1009,4.12,230,0,50d,18,2024-10-29,Tuesday
WWF-Pakistan Karachi Office,Karachi,Sindh,Pakistan,station,67.0745,24.8654,history,2024-10-29 19:00:00+00:00,124.0,63.0,45.0,,34,,43,1009,7.72,230,0,50d,19,2024-10-29,Tuesday
WWF-Pakistan Karachi Office,Karachi,Sindh,Pakistan,station,67.0745,24.8654,history,2024-10-29 20:00:00+00:00,110.0,55.0,39.0,,34,,46,1009,4.12,230,0,50d,20,2024-10-29,Tuesday
WWF-Pakistan Karachi Office,Karachi,Sindh,Pakistan,station,67.0745,24.8654,history,2024-10-29 22:00:00+00:00,99.0,50.0,35.0,,34,,49,1010,4.12,240,0,50d,22,2024-10-29,Tuesday
WWF-Pakistan Karachi Office,Karachi,Sindh,Pakistan,station,67.0745,24.8654,history,2024-10-29 23:00:00+00:00,99.0,50.0,35.0,,33,,52,1010,3.09,240,0,50d,23,2024-10-29,Tuesday
WWF-Pakistan Karachi Office,Karachi,Sindh,Pakistan,station,67.0745,24.8654,history,2024-10-30 00:00:00+00:00,102.0,51.0,36.0,,31,,58,1011,3.09,240,0,50d,0,2024-10-30,Wednesday
WWF-Pakistan Karachi Office,Karachi,Sindh,Pakistan,station,67.0745,24.8654,history,2024-10-30 01:00:00+00:00,102.0,51.0,36.0,,31,,62,1011,3.09,270,0,50d,1,2024-10-30,Wednesday
WWF-Pakistan Karachi Office,Karachi,Sindh,Pakistan,station,67.0745,24.8654,history,2024-10-30 02:00:00+00:00,147.0,74.0,54.0,,28,,89,1011,3.09,270,0,50d,2,2024-10-30,Wednesday
WWF-Pakistan Karachi Office,Karachi,Sindh,Pakistan,station,67.0745,24.8654,history,2024-10-30 03:00:00+00:00,149.0,75.0,55.0,,27,,89,1011,1.54,0,0,50d,3,2024-10-30,Wednesday
WWF-Pakistan Karachi Office,Karachi,Sindh,Pakistan,station,67.0745,24.8654,history,2024-10-30 04:00:00+00:00,124.0,63.0,45.0,,25,,94,1010,1.54,0,0,50d,4,2024-10-30,Wednesday
WWF-Pakistan Karachi Office,Karachi,Sindh,Pakistan,station,67.0745,24.8654,history,2024-10-30 05:00:00+00:00,117.0,59.0,42.0,,25,,94,1009,2.06,250,0,50n,5,2024-10-30,Wednesday
WWF-Pakistan Karachi Office,Karachi,Sindh,Pakistan,station,67.0745,24.8654,history,2024-10-30 06:00:00+00:00,112.0,56.0,40.0,,26,,89,1008,2.06,270,0,50n,6,2024-10-30,Wednesday
WWF-Pakistan Karachi Office,Karachi,Sindh,Pakistan,station,67.0745,24.8654,history,2024-10-30 07:00:00+00:00,124.0,63.0,45.0,,26,,89,1008,2.06,270,0,50n,7,2024-10-30,Wednesday
WWF-Pakistan Karachi Office,Karachi,Sindh,Pakistan,station,67.0745,24.8654,history,2024-10-30 08:00:00+00:00,124.0,63.0,45.0,,27,,89,1008,1.54,290,0,50n,8,2024-10-30,Wednesday
WWF-Pakistan Karachi Office,Karachi,Sindh,Pakistan,station,67.0745,24.8654,history,2024-10-30 09:00:00+00:00,119.0,60.0,43.0,,27,,89,1008,1.54,290,0,50n,9,2024-10-30,Wednesday
WWF-Pakistan Karachi Office,Karachi,Sindh,Pakistan,station,67.0745,24.8654,history,2024-10-30 10:00:00+00:00,117.0,59.0,42.0,,26,,89,1009,2.06,270,0,50n,10,2024-10-30,Wednesday
WWF-Pakistan Karachi Office,Karachi,Sindh,Pakistan,station,67.0745,24.8654,history,2024-10-30 11:00:00+00:00,112.0,56.0,40.0,,26,,89,1009,1.54,270,0,50n,11,2024-10-30,Wednesday
WWF-Pakistan Karachi Office,Karachi,Sindh,Pakistan,station,67.0745,24.8654,history,2024-10-30 12:00:00+00:00,124.0,63.0,45.0,,27,,83,1009,1.54,280,0,50n,12,2024-10-30,Wednesday
WWF-Pakistan Karachi Office,Karachi,Sindh,Pakistan,station,67.0745,24.8654,history,2024-10-30 13:00:00+00:00,124.0,63.0,45.0,,27,,83,1009,2.57,240,0,50n,13,2024-10-30,Wednesday
WWF-Pakistan Karachi Office,Karachi,Sindh,Pakistan,station,67.0745,24.8654,history,2024-10-30 14:00:00+00:00,119.0,60.0,43.0,,27,,83,1009,2.06,260,0,50n,14,2024-10-30,Wednesday
WWF-Pakistan Karachi Office,Karachi,Sindh,Pakistan,station,67.0745,24.8654,history,2024-10-30 15:00:00+00:00,115.0,58.0,41.0,,29,,74,1009,3.09,220,0,50n,15,2024-10-30,Wednesday
WWF-Pakistan Karachi Office,Karachi,Sindh,Pakistan,station,67.0745,24.8654,history,2024-10-30 16:00:00+00:00,107.0,54.0,38.0,,29,,74,1008,4.63,220,0,50n,16,2024-10-30,Wednesday
WWF-Pakistan Karachi Office,Karachi,Sindh,Pakistan,station,67.0745,24.8654,history,2024-10-30 17:00:00+00:00,122.0,61.0,44.0,,31,,62,1007,4.63,240,0,50n,17,2024-10-30,Wednesday
WWF-Pakistan Karachi Office,Karachi,Sindh,Pakistan,station,67.0745,24.8654,history,2024-10-30 18:00:00+00:00,155.0,83.0,61.0,,32,,55,1007,4.12,230,0,50d,18,2024-10-30,Wednesday
WWF-Pakistan Karachi Office,Karachi,Sindh,Pakistan,station,67.0745,24.8654,history,2024-10-30 19:00:00+00:00,137.0,69.0,50.0,,33,,49,1007,4.12,240,0,50d,19,2024-10-30,Wednesday
WWF-Pakistan Karachi Office,Karachi,Sindh,Pakistan,station,67.0745,24.8654,history,2024-10-30 21:00:00+00:00,99.0,50.0,35.0,,34,,49,1007,4.12,190,0,50d,21,2024-10-30,Wednesday
WWF-Pakistan Karachi Office,Karachi,Sindh,Pakistan,station,67.0745,24.8654,history,2024-10-30 22:00:00+00:00,119.0,60.0,43.0,,34,,49,1007,6.17,210,0,50d,22,2024-10-30,Wednesday
WWF-Pakistan Karachi Office,Karachi,Sindh,Pakistan,station,67.0745,24.8654,history,2024-10-30 23:00:00+00:00,156.0,85.0,63.0,,34,,49,1008,6.17,260,0,50d,23,2024-10-30,Wednesday
WWF-Pakistan Karachi Office,Karachi,Sindh,Pakistan,station,67.0745,24.8654,history,2024-10-31 00:00:00+00:00,144.0,73.0,53.0,,34,,49,1009,4.12,230,0,50d,0,2024-10-31,Thursday
WWF-Pakistan Karachi Office,Karachi,Sindh,Pakistan,station,67.0745,24.8654,history,2024-10-31 01:00:00+00:00,132.0,66.0,48.0,,32,,58,1010,0.0,0,0,50d,1,2024-10-31,Thursday
WWF-Pakistan Karachi Office,Karachi,Sindh,Pakistan,station,67.0745,24.8654,forecast,2024-10-31 02:00:00+00:00,132.0,66.0,,,24,,88,1013,2.06,60,0,50d,2,2024-10-31,Thursday
WWF-Pakistan Karachi Office,Karachi,Sindh,Pakistan,station,67.0745,24.8654,forecast,2024-10-31 03:00:00+00:00,133.0,67.0,52.79,162.73,24,24.0,84,1013,2.0,292,0,01d,3,2024-10-31,Thursday
WWF-Pakistan Karachi Office,Karachi,Sindh,Pakistan,station,67.0745,24.8654,forecast,2024-10-31 04:00:00+00:00,134.0,67.0,52.79,162.73,25,25.0,77,1013,2.0,285,0,01d,4,2024-10-31,Thursday
WWF-Pakistan Karachi Office,Karachi,Sindh,Pakistan,station,67.0745,24.8654,forecast,2024-10-31 05:00:00+00:00,135.0,68.0,52.79,162.73,27,27.0,67,1014,2.0,276,0,01d,5,2024-10-31,Thursday
WWF-Pakistan Karachi Office,Karachi,Sindh,Pakistan,station,67.0745,24.8654,forecast,2024-10-31 06:00:00+00:00,136.0,68.0,52.79,162.73,29,29.0,56,1014,2.0,258,0,01d,6,2024-10-31,Thursday
WWF-Pakistan Karachi Office,Karachi,Sindh,Pakistan,station,67.0745,24.8654,forecast,2024-10-31 07:00:00+00:00,137.0,69.0,52.79,162.73,31,31.0,46,1013,3.0,246,0,01d,7,2024-10-31,Thursday
WWF-Pakistan Karachi Office,Karachi,Sindh,Pakistan,station,67.0745,24.8654,forecast,2024-10-31 08:00:00+00:00,138.0,69.0,52.79,162.73,31,31.0,45,1012,4.0,246,0,01d,8,2024-10-31,Thursday
WWF-Pakistan Karachi Office,Karachi,Sindh,Pakistan,station,67.0745,24.8654,forecast,2024-10-31 09:00:00+00:00,138.0,70.0,52.79,162.73,31,31.0,45,1012,4.0,247,0,01d,9,2024-10-31,Thursday
WWF-Pakistan Karachi Office,Karachi,Sindh,Pakistan,station,67.0745,24.8654,forecast,2024-10-31 10:00:00+00:00,139.0,70.0,52.79,162.73,31,31.0,45,1011,4.0,247,0,01d,10,2024-10-31,Thursday
WWF-Pakistan Karachi Office,Karachi,Sindh,Pakistan,station,67.0745,24.8654,forecast,2024-10-31 11:00:00+00:00,140.0,71.0,52.79,162.73,31,31.0,47,1011,4.0,250,0,01d,11,2024-10-31,Thursday
WWF-Pakistan Karachi Office,Karachi,Sindh,Pakistan,station,67.0745,24.8654,forecast,2024-10-31 12:00:00+00:00,141.0,71.0,52.79,162.73,30,30.0,51,1011,4.0,256,0,01d,12,2024-10-31,Thursday
WWF-Pakistan Karachi Office,Karachi,Sindh,Pakistan,station,67.0745,24.8654,forecast,2024-10-31 13:00:00+00:00,142.0,72.0,52.79,162.73,29,29.0,55,1012,4.0,262,0,01n,13,2024-10-31,Thursday
WWF-Pakistan Karachi Office,Karachi,Sindh,Pakistan,station,67.0745,24.8654,forecast,2024-10-31 14:00:00+00:00,143.0,72.0,52.79,162.73,28,28.0,59,1012,4.0,268,0,01n,14,2024-10-31,Thursday
WWF-Pakistan Karachi Office,Karachi,Sindh,Pakistan,station,67.0745,24.8654,forecast,2024-10-31 15:00:00+00:00,143.0,72.0,52.79,162.73,28,28.0,62,1013,4.0,271,0,01n,15,2024-10-31,Thursday
WWF-Pakistan Karachi Office,Karachi,Sindh,Pakistan,station,67.0745,24.8654,forecast,2024-10-31 16:00:00+00:00,143.0,72.0,52.79,162.73,27,27.0,63,1013,4.0,273,0,01n,16,2024-10-31,Thursday
WWF-Pakistan Karachi Office,Karachi,Sindh,Pakistan,station,67.0745,24.8654,forecast,2024-10-31 17:00:00+00:00,143.0,72.0,52.79,162.73,27,27.0,64,1013,4.0,275,0,01n,17,2024-10-31,Thursday
WWF-Pakistan Karachi Office,Karachi,Sindh,Pakistan,station,67.0745,24.8654,forecast,2024-10-31 18:00:00+00:00,143.0,72.0,52.79,162.73,27,27.0,65,1013,3.0,279,0,01n,18,2024-10-31,Thursday
WWF-Pakistan Karachi Office,Karachi,Sindh,Pakistan,station,67.0745,24.8654,forecast,2024-10-31 19:00:00+00:00,143.0,72.0,52.79,162.73,27,27.0,65,1013,3.0,280,0,01n,19,2024-10-31,Thursday
WWF-Pakistan Karachi Office,Karachi,Sindh,Pakistan,station,67.0745,24.8654,forecast,2024-10-31 20:00:00+00:00,143.0,72.0,52.79,162.73,27,27.0,66,1013,4.0,282,0,01n,20,2024-10-31,Thursday
WWF-Pakistan Karachi Office,Karachi,Sindh,Pakistan,station,67.0745,24.8654,forecast,2024-10-31 21:00:00+00:00,143.0,72.0,52.79,162.73,26,26.0,66,1012,4.0,288,0,01n,21,2024-10-31,Thursday
WWF-Pakistan Karachi Office,Karachi,Sindh,Pakistan,station,67.0745,24.8654,forecast,2024-10-31 22:00:00+00:00,143.0,72.0,52.79,162.73,26,26.0,67,1012,4.0,296,0,01n,22,2024-10-31,Thursday
WWF-Pakistan Karachi Office,Karachi,Sindh,Pakistan,station,67.0745,24.8654,forecast,2024-10-31 23:00:00+00:00,143.0,72.0,52.79,162.73,26,26.0,69,1012,4.0,302,0,01n,23,2024-10-31,Thursday
WWF-Pakistan Karachi Office,Karachi,Sindh,Pakistan,station,67.0745,24.8654,forecast,2024-11-01 00:00:00+00:00,103.0,52.0,36.2,91.59,26,26.0,70,1012,4.0,303,0,01n,0,2024-11-01,Friday
WWF-Pakistan Karachi Office,Karachi,Sindh,Pakistan,station,67.0745,24.8654,forecast,2024-11-01 01:00:00+00:00,103.0,52.0,36.2,91.59,26,26.0,70,1013,3.0,303,0,01n,1,2024-11-01,Friday
WWF-Pakistan Karachi Office,Karachi,Sindh,Pakistan,station,67.0745,24.8654,forecast,2024-11-01 02:00:00+00:00,103.0,52.0,36.2,91.59,26,26.0,70,1013,3.0,302,0,01d,2,2024-11-01,Friday
WWF-Pakistan Karachi Office,Karachi,Sindh,Pakistan,station,67.0745,24.8654,forecast,2024-11-01 03:00:00+00:00,103.0,52.0,36.2,91.59,26,26.0,65,1014,3.0,298,0,01d,3,2024-11-01,Friday
WWF-Pakistan Karachi Office,Karachi,Sindh,Pakistan,station,67.0745,24.8654,forecast,2024-11-01 04:00:00+00:00,103.0,52.0,36.2,91.59,28,28.0,56,1014,3.0,289,0,01d,4,2024-11-01,Friday
WWF-Pakistan Karachi Office,Karachi,Sindh,Pakistan,station,67.0745,24.8654,forecast,2024-11-01 05:00:00+00:00,103.0,52.0,36.2,91.59,29,29.0,48,1015,4.0,280,0,01d,5,2024-11-01,Friday
WWF-Pakistan Karachi Office,Karachi,Sindh,Pakistan,station,67.0745,24.8654,forecast,2024-11-01 06:00:00+00:00,103.0,52.0,36.2,91.59,31,31.0,44,1014,4.0,272,0,01d,6,2024-11-01,Friday
WWF-Pakistan Karachi Office,Karachi,Sindh,Pakistan,station,67.0745,24.8654,forecast,2024-11-01 07:00:00+00:00,103.0,52.0,36.2,91.59,31,31.0,41,1013,5.0,265,0,01d,7,2024-11-01,Friday
WWF-Pakistan Karachi Office,Karachi,Sindh,Pakistan,station,67.0745,24.8654,forecast,2024-11-01 08:00:00+00:00,103.0,52.0,36.2,91.59,32,32.0,40,1012,5.0,259,0,01d,8,2024-11-01,Friday
WWF-Pakistan Karachi Office,Karachi,Sindh,Pakistan,station,67.0745,24.8654,forecast,2024-11-01 09:00:00+00:00,103.0,52.0,36.2,91.59,31,31.0,41,1012,5.0,257,0,01d,9,2024-11-01,Friday
WWF-Pakistan Karachi Office,Karachi,Sindh,Pakistan,station,67.0745,24.8654,forecast,2024-11-01 10:00:00+00:00,103.0,52.0,36.2,91.59,31,31.0,43,1011,6.0,260,0,01d,10,2024-11-01,Friday
WWF-Pakistan Karachi Office,Karachi,Sindh,Pakistan,station,67.0745,24.8654,forecast,2024-11-01 11:00:00+00:00,103.0,52.0,36.2,91.59,30,30.0,45,1011,6.0,266,0,01d,11,2024-11-01,Friday
WWF-Pakistan Karachi Office,Karachi,Sindh,Pakistan,station,67.0745,24.8654,forecast,2024-11-01 12:00:00+00:00,103.0,52.0,36.2,91.59,30,30.0,48,1012,5.0,267,0,01d,12,2024-11-01,Friday
WWF-Pakistan Karachi Office,Karachi,Sindh,Pakistan,station,67.0745,24.8654,forecast,2024-11-01 13:00:00+00:00,103.0,52.0,36.2,91.59,28,28.0,53,1012,4.0,265,0,01n,13,2024-11-01,Friday
WWF-Pakistan Karachi Office,Karachi,Sindh,Pakistan,station,67.0745,24.8654,forecast,2024-11-01 14:00:00+00:00,103.0,52.0,36.2,91.59,28,28.0,58,1013,4.0,265,0,01n,14,2024-11-01,Friday
WWF-Pakistan Karachi Office,Karachi,Sindh,Pakistan,station,67.0745,24.8654,forecast,2024-11-01 15:00:00+00:00,103.0,52.0,36.2,91.59,27,27.0,61,1013,3.0,261,0,01n,15,2024-11-01,Friday
WWF-Pakistan Karachi Office,Karachi,Sindh,Pakistan,station,67.0745,24.8654,forecast,2024-11-01 16:00:00+00:00,103.0,52.0,36.2,91.59,27,27.0,62,1014,3.0,256,0,01n,16,2024-11-01,Friday
WWF-Pakistan Karachi Office,Karachi,Sindh,Pakistan,station,67.0745,24.8654,forecast,2024-11-01 17:00:00+00:00,103.0,52.0,36.2,91.59,27,27.0,63,1014,4.0,248,0,01n,17,2024-11-01,Friday
WWF-Pakistan Karachi Office,Karachi,Sindh,Pakistan,station,67.0745,24.8654,forecast,2024-11-01 18:00:00+00:00,103.0,52.0,36.2,91.59,27,27.0,64,1013,4.0,252,0,01n,18,2024-11-01,Friday
WWF-Pakistan Karachi Office,Karachi,Sindh,Pakistan,station,67.0745,24.8654,forecast,2024-11-01 19:00:00+00:00,103.0,52.0,36.2,91.59,27,27.0,64,1013,4.0,271,0,01n,19,2024-11-01,Friday
WWF-Pakistan Karachi Office,Karachi,Sindh,Pakistan,station,67.0745,24.8654,forecast,2024-11-01 20:00:00+00:00,103.0,52.0,36.2,91.59,26,26.0,65,1013,4.0,282,0,01n,20,2024-11-01,Friday
WWF-Pakistan Karachi Office,Karachi,Sindh,Pakistan,station,67.0745,24.8654,forecast,2024-11-01 21:00:00+00:00,103.0,52.0,36.2,91.59,26,26.0,66,1013,4.0,278,0,01n,21,2024-11-01,Friday
WWF-Pakistan Karachi Office,Karachi,Sindh,Pakistan,station,67.0745,24.8654,forecast,2024-11-01 22:00:00+00:00,103.0,52.0,36.2,91.59,26,26.0,65,1012,4.0,272,0,01n,22,2024-11-01,Friday
WWF-Pakistan Karachi Office,Karachi,Sindh,Pakistan,station,67.0745,24.8654,forecast,2024-11-01 23:00:00+00:00,103.0,52.0,36.2,91.59,26,26.0,65,1012,4.0,272,0,01n,23,2024-11-01,Friday
WWF-Pakistan Karachi Office,Karachi,Sindh,Pakistan,station,67.0745,24.8654,forecast,2024-11-02 00:00:00+00:00,81.0,36.0,25.43,60.53,26,26.0,66,1012,5.0,273,0,01n,0,2024-11-02,Saturday
WWF-Pakistan Karachi Office,Karachi,Sindh,Pakistan,station,67.0745,24.8654,forecast,2024-11-02 01:00:00+00:00,81.0,36.0,25.43,60.53,26,26.0,67,1012,5.0,274,0,01n,1,2024-11-02,Saturday
WWF-Pakistan Karachi Office,Karachi,Sindh,Pakistan,station,67.0745,24.8654,forecast,2024-11-02 02:00:00+00:00,81.0,36.0,25.43,60.53,26,26.0,68,1013,5.0,275,0,01d,2,2024-11-02,Saturday
WWF-Pakistan Karachi Office,Karachi,Sindh,Pakistan,station,67.0745,24.8654,forecast,2024-11-02 03:00:00+00:00,81.0,36.0,25.43,60.53,27,27.0,65,1013,5.0,274,0,01d,3,2024-11-02,Saturday
WWF-Pakistan Karachi Office,Karachi,Sindh,Pakistan,station,67.0745,24.8654,forecast,2024-11-02 04:00:00+00:00,81.0,36.0,25.43,60.53,28,28.0,60,1014,6.0,275,0,01d,4,2024-11-02,Saturday
WWF-Pakistan Karachi Office,Karachi,Sindh,Pakistan,station,67.0745,24.8654,forecast,2024-11-02 05:00:00+00:00,81.0,36.0,25.43,60.53,29,29.0,56,1014,6.0,273,0,01d,5,2024-11-02,Saturday
WWF-Pakistan Karachi Office,Karachi,Sindh,Pakistan,station,67.0745,24.8654,forecast,2024-11-02 06:00:00+00:00,81.0,36.0,25.43,60.53,30,30.0,54,1014,6.0,269,0,01d,6,2024-11-02,Saturday
WWF-Pakistan Karachi Office,Karachi,Sindh,Pakistan,station,67.0745,24.8654,forecast,2024-11-02 07:00:00+00:00,81.0,36.0,25.43,60.53,30,30.0,53,1013,6.0,265,0,01d,7,2024-11-02,Saturday
WWF-Pakistan Karachi Office,Karachi,Sindh,Pakistan,station,67.0745,24.8654,forecast,2024-11-02 08:00:00+00:00,81.0,36.0,25.43,60.53,31,31.0,52,1012,6.0,260,0,01d,8,2024-11-02,Saturday
WWF-Pakistan Karachi Office,Karachi,Sindh,Pakistan,station,67.0745,24.8654,forecast,2024-11-02 09:00:00+00:00,81.0,36.0,25.43,60.53,31,31.0,52,1011,6.0,257,0,01d,9,2024-11-02,Saturday
WWF-Pakistan Karachi Office,Karachi,Sindh,Pakistan,station,67.0745,24.8654,forecast,2024-11-02 10:00:00+00:00,81.0,36.0,25.43,60.53,30,30.0,54,1010,6.0,254,0,01d,10,2024-11-02,Saturday
WWF-Pakistan Karachi Office,Karachi,Sindh,Pakistan,station,67.0745,24.8654,forecast,2024-11-02 11:00:00+00:00,81.0,36.0,25.43,60.53,30,30.0,56,1010,6.0,252,0,01d,11,2024-11-02,Saturday
WWF-Pakistan Karachi Office,Karachi,Sindh,Pakistan,station,67.0745,24.8654,forecast,2024-11-02 12:00:00+00:00,81.0,36.0,25.43,60.53,29,29.0,60,1011,5.0,252,0,01d,12,2024-11-02,Saturday
WWF-Pakistan Karachi Office,Karachi,Sindh,Pakistan,station,67.0745,24.8654,forecast,2024-11-02 13:00:00+00:00,81.0,36.0,25.43,60.53,28,28.0,65,1011,5.0,250,0,01n,13,2024-11-02,Saturday
